type,region,year_for_seasonal_metrics,season,mean_log_plus_constant_biomass,mean_lat,mean_lon,log_plus_constant_biomass_z,mean_biomass_untransformed,mean_biomass_untransformed_z,,,,,,,,,,,,,
crab,PS,2018,Summer,-2.107178014,47.723101100139935,-122.5354037,-1.363249981,0.12148058147197573,-1.237226312,,,,,,,,,,,,,
crab,PS,2018,Winter,-5.216443984,47.723101100139935,-122.5354037,0.868188794,0.005326592,0.9285675530739133,,,,,,,,,,,,,
crab,PS,2019,Fall,-6.267019337,47.723101100139935,-122.5354037,-1.645831631,0.001797877,-1.272927907,,,,,,,,,,,,,
crab,PS,2019,Spring,-0.919040169,47.723101100139935,-122.5354037,0.6854363325804274,0.39880173573198147,0.8763151817977686,,,,,,,,,,,,,
crab,PS,2019,Summer,-2.238466934,47.723101100139935,-122.5354037,-1.63152607,0.10652183743134748,-1.369522311,,,,,,,,,,,,,
crab,PS,2019,Winter,-5.652126922,47.723101100139935,-122.5354037,0.21388011832442894,0.003410043,-0.052984843,,,,,,,,,,,,,
crab,PS,2020,Fall,-5.378192452,47.723101100139935,-122.5354037,0.062920793,0.004516158,-0.16105485,,,,,,,,,,,,,
crab,PS,2020,Spring,-3.06049356,47.723101100139935,-122.5354037,-2.623052752,0.046764559,-2.015962095,,,,,,,,,,,,,
crab,PS,2020,Summer,-1.853551398,47.723101100139935,-122.5354037,-0.844988755,0.15657974498215432,-0.926807274,,,,,,,,,,,,,
crab,PS,2020,Winter,-6.738795588,47.723101100139935,-122.5354037,-1.418078982,0.001084072,-1.244221094,,,,,,,,,,,,,
crab,PS,2021,Fall,-5.522390761,47.723101100139935,-122.5354037,-0.214297656,0.003896282,-0.41460602,,,,,,,,,,,,,
crab,PS,2021,Spring,-1.363024249,47.723101100139935,-122.5354037,-5.07E-04,0.25578574349865296,-0.298679768,,,,,,,,,,,,,
crab,PS,2021,Summer,-1.362738979,47.723101100139935,-122.5354037,0.15793850030931608,0.25585875036966577,-0.048777992,,,,,,,,,,,,,
crab,PS,2021,Winter,-5.392478423,47.723101100139935,-122.5354037,0.6038202571635224,0.004450681,0.4799733558030516,,,,,,,,,,,,,
crab,PS,2022,Fall,-6.105084331,47.723101100139935,-122.5354037,-1.334514728,0.002131493,-1.136467143,,,,,,,,,,,,,
crab,PS,2022,Spring,-1.273870749,47.723101100139935,-122.5354037,0.13723243155075776,0.2796466940448838,-0.102642276,,,,,,,,,,,,,
crab,PS,2022,Summer,-1.244148176,47.723101100139935,-122.5354037,0.40026722613818905,0.2880862875202549,0.2362442159930218,,,,,,,,,,,,,
crab,PS,2022,Winter,-5.520596815,47.723101100139935,-122.5354037,0.4114120456128852,0.003903458,0.19971541809864618,,,,,,,,,,,,,
crab,PS,2023,Fall,-5.781591951,47.723101100139935,-122.5354037,-0.71260691,0.002983802,-0.787842627,,,,,,,,,,,,,
crab,PS,2023,Spring,-1.326509585,47.723101100139935,-122.5354037,0.055906816,0.2653020095386907,-0.220495752,,,,,,,,,,,,,
crab,PS,2023,Summer,-1.041235352,47.723101100139935,-122.5354037,0.8148997698359597,0.3529183105521251,0.8096223880001866,,,,,,,,,,,,,
crab,PS,2023,Winter,-6.023206599,47.723101100139935,-122.5354037,-0.343407374,0.002321891,-0.610277421,,,,,,,,,,,,,
crab,PS,2024,Winter,-6.933941573,47.723101100139935,-122.5354037,-1.71114924,8.741535933743479e-4,-1.351730139,,,,,,,,,,,,,
gel,NWA,2014,Fall,-1.692192951,48.58214313529041,-122.8084777,1.5212340764762557,0.18401532504333828,2.234887152876114,,,,,,,,,,,,,
gel,NWA,2014,Spring,-1.873461313,48.58214313529041,-122.8084777,1.9765274973972184,0.1534911137056254,2.578003310358064,,,,,,,,,,,,,
gel,NWA,2014,Summer,-1.9056336,48.58214313529041,-122.8084777,1.6839233226766184,0.14862837847073448,2.088163962776724,,,,,,,,,,,,,
gel,NWA,2015,Fall,-2.873827119,48.58214313529041,-122.8084777,0.45021195429400573,0.056382347758348814,0.002166461,,,,,,,,,,,,,
gel,NWA,2015,Spring,-3.946454753,48.58214313529041,-122.8084777,0.037711323,0.019223086,-0.305474122,,,,,,,,,,,,,
gel,NWA,2015,Summer,-3.407026719,48.58214313529041,-122.8084777,-0.379661804,0.033039587,-0.517511431,,,,,,,,,,,,,
gel,NWA,2016,Fall,-4.181093299,48.58214313529041,-122.8084777,-0.734681845,0.015181790869538156,-0.718566831,,,,,,,,,,,,,
gel,NWA,2016,Spring,-2.600253383,48.58214313529041,-122.8084777,1.2967780135276614,0.074154761,0.8742128695804436,,,,,,,,,,,,,
gel,NWA,2016,Summer,-2.603346664,48.58214313529041,-122.8084777,0.7249537604403735,0.073925425,0.40416289440220826,,,,,,,,,,,,,
gel,NWA,2017,Fall,-3.575801942,48.58214313529041,-122.8084777,-0.186051439,0.027892968022590642,-0.496206522,,,,,,,,,,,,,
gel,NWA,2017,Spring,-4.8359203,48.58214313529041,-122.8084777,-0.794182382,0.007839378,-0.5499453,,,,,,,,,,,,,
gel,NWA,2017,Summer,-3.152656676,48.58214313529041,-122.8084777,-0.030043686,0.042638434,-0.301128184,,,,,,,,,,,,,
gel,NWA,2018,Fall,-2.167251565,48.58214313529041,-122.8084777,1.090645406301336,0.11439185829848404,1.0169436545372648,,,,,,,,,,,,,
gel,NWA,2018,Spring,-3.942882626,48.58214313529041,-122.8084777,0.041052238,0.019292233537311045,-0.303989133,,,,,,,,,,,,,
gel,NWA,2018,Summer,-3.809260538,48.58214313529041,-122.8084777,-0.932510832,0.022064562752801265,-0.764917353,,,,,,,,,,,,,
gel,NWA,2018,Winter,-6.033612644,48.58214313529041,-122.8084777,0.7906820759640132,0.002296819,0.9464892386416572,,,,,,,,,,,,,
gel,NWA,2019,Fall,-5.264625692,48.58214313529041,-122.8084777,-1.71678544,0.005071328,-0.895432085,,,,,,,,,,,,,
gel,NWA,2019,Spring,-4.051538996,48.58214313529041,-122.8084777,-0.060571203,0.017295582,-0.346868282,,,,,,,,,,,,,
gel,NWA,2019,Summer,-3.995918843,48.58214313529041,-122.8084777,-1.189062763,0.018290540618019446,-0.849993739,,,,,,,,,,,,,
gel,NWA,2019,Winter,-8.693297487,48.58214313529041,-122.8084777,-1.792791573,6.77061046763579e-5,-1.350375653,,,,,,,,,,,,,
gel,NWA,2020,Fall,-2.425744846,48.58214313529041,-122.8084777,0.8563495222216974,0.088312241,0.5607253452710732,,,,,,,,,,,,,
gel,NWA,2020,Spring,-4.299200621,48.58214313529041,-122.8084777,-0.292202599,0.013479409775629008,-0.42882262,,,,,,,,,,,,,
gel,NWA,2020,Summer,-2.915628588,48.58214313529041,-122.8084777,0.2957388361556741,0.054069969730426715,-0.043431294,,,,,,,,,,,,,
gel,NWA,2020,Winter,-7.085871287,48.58214313529041,-122.8084777,-0.231424917,7.368453371083568e-4,-0.660898644,,,,,,,,,,,,,
gel,NWA,2021,Fall,-4.116699786,48.58214313529041,-122.8084777,-0.67631617,0.016198213370252238,-0.700786258,,,,,,,,,,,,,
gel,NWA,2021,Spring,-4.361944093,48.58214313529041,-122.8084777,-0.350884917,0.012653569,-0.446557982,,,,,,,,,,,,,
gel,NWA,2021,Summer,-2.151849551,48.58214313529041,-122.8084777,1.3455125704598785,0.11616891349002471,1.3564422416459936,,,,,,,,,,,,,
gel,NWA,2021,Winter,-6.307696609,48.58214313529041,-122.8084777,0.5244517729271704,0.001722226,0.3544313149028222,,,,,,,,,,,,,
gel,NWA,2022,Fall,-3.21163979,48.58214313529041,-122.8084777,0.14402171897778981,0.040190491,-0.281082384,,,,,,,,,,,,,
gel,NWA,2022,Spring,-4.28240166,48.58214313529041,-122.8084777,-0.276490973,0.013709456608676805,-0.423882242,,,,,,,,,,,,,
gel,NWA,2022,Summer,-3.888493844,48.58214313529041,-122.8084777,-1.041412805,0.020376163114538905,-0.802978322,,,,,,,,,,,,,
gel,NWA,2022,Winter,-7.685141791,48.58214313529041,-122.8084777,-0.813523791,3.596056170001098e-4,-1.049604165,,,,,,,,,,,,,
gel,NWA,2023,Fall,-4.196479534,48.58214313529041,-122.8084777,-0.748627784,0.014948461275743476,-0.722648534,,,,,,,,,,,,,
gel,NWA,2023,Spring,-5.673701418,48.58214313529041,-122.8084777,-1.577736999,0.003335127,-0.646676499,,,,,,,,,,,,,
gel,NWA,2023,Summer,-3.478164276,48.58214313529041,-122.8084777,-0.477436599,0.030764016884029306,-0.568808774,,,,,,,,,,,,,
gel,NWA,2023,Winter,-6.140647175,48.58214313529041,-122.8084777,0.6867145357814212,0.002053529,0.69580469,,,,,,,,,,,,,
gel,NWA,2024,Winter,-5.987069156,48.58214313529041,-122.8084777,0.8358918966369167,0.002411013,1.064153218540158,,,,,,,,,,,,,
gel,PS,2014,Fall,-2.064815568,47.723101100139935,-122.5354037,1.0826812483959405,0.12674168207167744,1.1749856381747301,,,,,,,,,,,,,
gel,PS,2014,Spring,-2.206419769,47.723101100139935,-122.5354037,2.175355257300075,0.10999410609634963,2.724926650082711,,,,,,,,,,,,,
gel,PS,2014,Summer,-0.659063309,47.723101100139935,-122.5354037,2.202025106474872,0.5172356910467589,2.7749379202999243,,,,,,,,,,,,,
gel,PS,2015,Fall,-2.251390863,47.723101100139935,-122.5354037,0.7685511146034572,0.10515273058731174,0.6616358443420818,,,,,,,,,,,,,
gel,PS,2015,Spring,-3.279878349,47.723101100139935,-122.5354037,0.770157573,0.037532835,0.305671475,,,,,,,,,,,,,
gel,PS,2015,Summer,-2.114378021,47.723101100139935,-122.5354037,0.6757985819290617,0.12060834424334475,0.1041871896826293,,,,,,,,,,,,,
gel,PS,2015,Winter,-4.828585557,47.723101100139935,-122.5354037,0.42477034608667547,0.007897826,0.1180859753174877,,,,,,,,,,,,,
gel,PS,2016,Fall,-3.352245562,47.723101100139935,-122.5354037,-1.084918468,0.034905658,-1.00872411,,,,,,,,,,,,,
gel,PS,2016,Spring,-4.031332756,47.723101100139935,-122.5354037,-0.213524529,0.017650656883529132,-0.358132242,,,,,,,,,,,,,
gel,PS,2016,Summer,-2.273880879,47.723101100139935,-122.5354037,0.5085237720462982,0.10281201505388424,-0.015647107,,,,,,,,,,,,,
gel,PS,2016,Winter,-5.23741379,47.723101100139935,-122.5354037,-0.173767738,0.005213982,-0.3885401,,,,,,,,,,,,,
gel,PS,2017,Fall,-2.877639732,47.723101100139935,-122.5354037,-0.28584165,0.056167412,-0.503154535,,,,,,,,,,,,,
gel,PS,2017,Spring,-4.958144415,47.723101100139935,-122.5354037,-1.426755875,0.006925953,-0.716196555,,,,,,,,,,,,,
gel,PS,2017,Summer,-3.535443482,47.723101100139935,-122.5354037,-0.814509859,0.029045828478137362,-0.512362975,,,,,,,,,,,,,
gel,PS,2017,Winter,-5.457401519,47.723101100139935,-122.5354037,-0.495837065,0.004164623,-0.586626442,,,,,,,,,,,,,
gel,PS,2018,Fall,-2.965483912,47.723101100139935,-122.5354037,-0.433741746,0.051435525,-0.615671053,,,,,,,,,,,,,
gel,PS,2018,Spring,-3.703684757,47.723101100139935,-122.5354037,0.21537903314511372,0.024532593910043383,-0.128365893,,,,,,,,,,,,,
gel,PS,2018,Summer,-2.633659799,47.723101100139935,-122.5354037,0.13121422708832314,0.071715152,-0.225042579,,,,,,,,,,,,,
gel,PS,2018,Winter,-4.586503322,47.723101100139935,-122.5354037,0.7791867615478897,0.010088421794250782,0.5316022786942549,,,,,,,,,,,,,
gel,PS,2019,Fall,-3.426728832,47.723101100139935,-122.5354037,-1.210323279,0.032393057,-1.068469635,,,,,,,,,,,,,
gel,PS,2019,Spring,-3.829985643,47.723101100139935,-122.5354037,0.05004642,0.021609927315716822,-0.225944588,,,,,,,,,,,,,
gel,PS,2019,Summer,-3.526644662,47.723101100139935,-122.5354037,-0.805282307,0.029303408917375484,-0.510628518,,,,,,,,,,,,,
gel,PS,2019,Winter,-5.653182775,47.723101100139935,-122.5354037,-0.782467312,0.003406339,-0.729766803,,,,,,,,,,,,,
gel,PS,2020,Fall,-2.234614953,47.723101100139935,-122.5354037,0.7967961132117521,0.10693333482258541,0.7039756873741637,,,,,,,,,,,,,
gel,PS,2020,Spring,-4.733946933,47.723101100139935,-122.5354037,-1.133272932,0.008691702,-0.657243712,,,,,,,,,,,,,
gel,PS,2020,Summer,-4.076021244,47.723101100139935,-122.5354037,-1.381427868,0.016874870343736983,-0.594317978,,,,,,,,,,,,,
gel,PS,2020,Winter,-6.33836072,47.723101100139935,-122.5354037,-1.785590533,0.001667197,-1.058062702,,,,,,,,,,,,,
gel,PS,2021,Fall,-3.507588317,47.723101100139935,-122.5354037,-1.346463495,0.029869103,-1.128485115,,,,,,,,,,,,,
gel,PS,2021,Spring,-3.762063625,47.723101100139935,-122.5354037,0.13895889794450914,0.023135741006980258,-0.175002442,,,,,,,,,,,,,
gel,PS,2021,Summer,-2.685698158,47.723101100139935,-122.5354037,0.076640242,0.068073581,-0.249563648,,,,,,,,,,,,,
gel,PS,2021,Winter,-5.347091182,47.723101100139935,-122.5354037,-0.334339075,0.004661983,-0.492740419,,,,,,,,,,,,,
gel,PS,2022,Fall,-1.930195916,47.723101100139935,-122.5354037,1.3093355296674427,0.14501976444421005,1.609608404564789,,,,,,,,,,,,,
gel,PS,2022,Spring,-4.236157416,47.723101100139935,-122.5354037,-0.481647718,0.014363060727879289,-0.467894793,,,,,,,,,,,,,
gel,PS,2022,Summer,-3.128447345,47.723101100139935,-122.5354037,-0.387682387,0.043685728628839696,-0.413782974,,,,,,,,,,,,,
gel,PS,2022,Winter,-5.328390318,47.723101100139935,-122.5354037,-0.30696039,0.004751874,-0.475771781,,,,,,,,,,,,,
gel,PS,2023,Fall,-2.467958095,47.723101100139935,-122.5354037,0.4039246316191047,0.08465775,0.17429887380474035,,,,,,,,,,,,,
gel,PS,2023,Spring,-3.940557366,47.723101100139935,-122.5354037,-0.094696127,0.019337377989849473,-0.301817901,,,,,,,,,,,,,
gel,PS,2023,Summer,-2.954538373,47.723101100139935,-122.5354037,-0.205299509,0.052002707,-0.357779332,,,,,,,,,,,,,
gel,PS,2023,Winter,-4.491688491,47.723101100139935,-122.5354037,0.917998816,0.011101714,0.7228802551347631,,,,,,,,,,,,,
gel,PS,2024,Winter,-3.918608997,47.723101100139935,-122.5354037,1.7570061899802636,0.019768713,2.3589397381010664,,,,,,,,,,,,,
large_crust,NWA,2014,Fall,-0.91922531,48.58214313529041,-122.8084777,1.3664109149664203,0.39872788954682775,1.6458006658172917,,,,,,,,,,,,,
large_crust,NWA,2014,Spring,0.40673356466740784,48.58214313529041,-122.8084777,-0.133531709,1.5018038920857901,-0.351178417,,,,,,,,,,,,,
large_crust,NWA,2014,Summer,-1.43855754,48.58214313529041,-122.8084777,-1.275399585,0.23716976420158958,-1.035938521,,,,,,,,,,,,,
large_crust,NWA,2015,Fall,-0.839343052,48.58214313529041,-122.8084777,1.4560358392835764,0.4318942281629097,1.8795713900375648,,,,,,,,,,,,,
large_crust,NWA,2015,Spring,0.7063279638549158,48.58214313529041,-122.8084777,0.2704785316689963,2.026436065472673,-0.038549565,,,,,,,,,,,,,
large_crust,NWA,2015,Summer,0.4451989461896332,48.58214313529041,-122.8084777,1.5788180502738203,1.560700680294914,2.202835805539055,,,,,,,,,,,,,
large_crust,NWA,2016,Fall,-2.016657423,48.58214313529041,-122.8084777,0.13513287620755582,0.13299961808467023,-0.227167321,,,,,,,,,,,,,
large_crust,NWA,2016,Spring,0.4947807193962085,48.58214313529041,-122.8084777,-0.014798007,1.6400385490506268,-0.268804243,,,,,,,,,,,,,
large_crust,NWA,2016,Summer,-0.139994618,48.58214313529041,-122.8084777,0.6921483546247688,0.8692629146551234,0.5108383944268925,,,,,,,,,,,,,
large_crust,NWA,2017,Fall,-2.487855719,48.58214313529041,-122.8084777,-0.393534097,0.08298794,-0.579671299,,,,,,,,,,,,,
large_crust,NWA,2017,Spring,0.15079539267869313,48.58214313529041,-122.8084777,-0.478670479,1.1626587247931979,-0.553275372,,,,,,,,,,,,,
large_crust,NWA,2017,Summer,-0.627759432,48.58214313529041,-122.8084777,-0.046899895,0.5336864471926802,-0.310341099,,,,,,,,,,,,,
large_crust,NWA,2018,Fall,-2.204343802,48.58214313529041,-122.8084777,-0.075444265,0.11022289517338962,-0.387707532,,,,,,,,,,,,,
large_crust,NWA,2018,Spring,0.6388739132586291,48.58214313529041,-122.8084777,0.17951512483105825,1.894246479316814,-0.117321475,,,,,,,,,,,,,
large_crust,NWA,2018,Summer,-0.298617214,48.58214313529041,-122.8084777,0.45180762335746194,0.7417433225245551,0.19878887894901848,,,,,,,,,,,,,
large_crust,NWA,2018,Winter,-2.640683883,48.58214313529041,-122.8084777,-1.723118559,0.071212483,-1.255460256,,,,,,,,,,,,,
large_crust,NWA,2019,Fall,-1.650462823,48.58214313529041,-122.8084777,0.5459896056192397,0.19186104406625362,0.18771351170169195,,,,,,,,,,,,,
large_crust,NWA,2019,Spring,0.45863206902970394,48.58214313529041,-122.8084777,-0.06354533,1.581808562543053,-0.303503552,,,,,,,,,,,,,
large_crust,NWA,2019,Summer,-0.14931043,48.58214313529041,-122.8084777,0.678033283,0.8612016990876779,0.4911120263452847,,,,,,,,,,,,,
large_crust,NWA,2019,Winter,-0.752861886,48.58214313529041,-122.8084777,1.1120949827631632,0.47091662622816577,1.3181483191632575,,,,,,,,,,,,,
large_crust,NWA,2020,Fall,-3.458005034,48.58214313529041,-122.8084777,-1.482005567,0.031392526,-0.943338129,,,,,,,,,,,,,
large_crust,NWA,2020,Spring,1.885622018459453,48.58214313529041,-122.8084777,1.8607848798019178,6.5903525504759255,2.6810929721465646,,,,,,,,,,,,,
large_crust,NWA,2020,Summer,-1.678837401,48.58214313529041,-122.8084777,-1.639465229,0.18649078030026447,-1.1599536,,,,,,,,,,,,,
large_crust,NWA,2020,Winter,-1.188797881,48.58214313529041,-122.8084777,0.4573872628886952,0.30448719427414084,0.24654518220795818,,,,,,,,,,,,,
large_crust,NWA,2021,Fall,-1.786180846,48.58214313529041,-122.8084777,0.3937190285778956,0.16749903545271283,0.015999519905006924,,,,,,,,,,,,,
large_crust,NWA,2021,Spring,0.8972997508783268,48.58214313529041,-122.8084777,0.5280085718076811,2.452870528858683,0.21556317167393202,,,,,,,,,,,,,
large_crust,NWA,2021,Summer,-0.82272248,48.58214313529041,-122.8084777,-0.342302711,0.4391342189620173,-0.541717129,,,,,,,,,,,,,
large_crust,NWA,2021,Winter,-1.694069166,48.58214313529041,-122.8084777,-0.301451225,0.1836702090610596,-0.53136927,,,,,,,,,,,,,
large_crust,NWA,2022,Fall,-3.344182609,48.58214313529041,-122.8084777,-1.354301037,0.035189048323469974,-0.916578594,,,,,,,,,,,,,
large_crust,NWA,2022,Spring,0.5538616004023293,48.58214313529041,-122.8084777,0.06487398,1.7398590881670297,-0.209321081,,,,,,,,,,,,,
large_crust,NWA,2022,Summer,-1.077781418,48.58214313529041,-122.8084777,-0.728761219,0.34024978242667675,-0.783694382,,,,,,,,,,,,,
large_crust,NWA,2022,Winter,-0.755160944,48.58214313529041,-122.8084777,1.1086421570131857,0.46983497554566567,1.3111838042283201,,,,,,,,,,,,,
large_crust,NWA,2023,Fall,-2.66475035,48.58214313529041,-122.8084777,-0.592003298,0.069516731,-0.674622213,,,,,,,,,,,,,
large_crust,NWA,2023,Spring,-1.135384957,48.58214313529041,-122.8084777,-2.213115563,0.32119841138396765,-1.05470244,,,,,,,,,,,,,
large_crust,NWA,2023,Summer,-0.179677883,48.58214313529041,-122.8084777,0.6320213281157868,0.835439309,0.4280696257548925,,,,,,,,,,,,,
large_crust,NWA,2023,Winter,-1.604212804,48.58214313529041,-122.8084777,-0.166501016,0.20094775662344663,-0.420122876,,,,,,,,,,,,,
